date,name,value,lastValue
7/29/20,Coronavirus,21,21
7/29/20,George Floyd,1,0
7/29/20,Pizza,15,15
7/29/20,Police,6,6
7/29/20,Protest,1,1
7/29/20,Stimulus,21,24
7/29/20,Trump,15,15
7/29/20,Weather,49,50
7/30/20,Biden,3,4
7/30/20,Coronavirus,21,21
7/30/20,George Floyd,0,1
7/30/20,Pizza,18,15
7/30/20,Police,6,6
7/30/20,Protest,1,1
7/30/20,Stimulus,18,21
7/30/20,Trump,18,15
7/30/20,Weather,51,49
7/31/20,Biden,3,3
7/31/20,Coronavirus,21,21
7/31/20,George Floyd,0,0
7/31/20,Pizza,24,18
7/31/20,Police,5,6
7/31/20,Protest,1,1
7/31/20,Stimulus,15,18
7/31/20,Trump,15,18
7/31/20,Weather,57,51
8/1/20,Biden,3,3
8/1/20,Coronavirus,18,21
8/1/20,George Floyd,0,0
8/1/20,Pizza,24,24
8/1/20,Police,5,5
8/1/20,Protest,1,1
8/1/20,Stimulus,12,15
8/1/20,Trump,18,15
8/1/20,Weather,62,57
8/2/20,Biden,4,3
8/2/20,Coronavirus,21,18
8/2/20,George Floyd,0,0
8/2/20,Pizza,21,24
8/2/20,Police,5,5
8/2/20,Protest,1,1
8/2/20,Stimulus,12,12
8/2/20,Trump,15,18
8/2/20,Weather,64,62
8/3/20,Biden,3,4
8/3/20,Coronavirus,21,21
8/3/20,George Floyd,1,0
8/3/20,Pizza,15,21
8/3/20,Police,5,5
8/3/20,Protest,1,1
8/3/20,Stimulus,18,12
8/3/20,Trump,12,15
8/3/20,Weather,61,64
8/4/20,Biden,4,3
8/4/20,Coronavirus,18,21
8/4/20,George Floyd,2,1
8/4/20,Pizza,15,15
8/4/20,Police,6,5
8/4/20,Protest,1,1
8/4/20,Stimulus,18,18
8/4/20,Trump,15,12
8/4/20,Weather,67,61
8/5/20,Biden,5,4
8/5/20,Coronavirus,18,18
8/5/20,George Floyd,2,2
8/5/20,Pizza,15,15
8/5/20,Police,6,6
8/5/20,Protest,0,1
8/5/20,Stimulus,18,18
8/5/20,Trump,15,15
8/5/20,Weather,43,67
8/6/20,Biden,6,5
8/6/20,Coronavirus,18,18
8/6/20,George Floyd,1,2
8/6/20,Pizza,15,15
8/6/20,Police,5,6
8/6/20,Protest,0,0
8/6/20,Stimulus,18,18
8/6/20,Trump,15,15
8/6/20,Weather,46,43
8/7/20,Biden,6,6
8/7/20,Coronavirus,18,18
8/7/20,George Floyd,1,1
8/7/20,Pizza,21,15
8/7/20,Police,5,5
8/7/20,Protest,0,0
8/7/20,Stimulus,24,18
8/7/20,Trump,15,15
8/7/20,Weather,45,46
8/8/20,Biden,6,6
8/8/20,Coronavirus,15,18
8/8/20,George Floyd,1,1
8/8/20,Pizza,24,21
8/8/20,Police,5,5
8/8/20,Protest,1,0
8/8/20,Stimulus,24,24
8/8/20,Trump,21,15
8/8/20,Weather,45,45
8/9/20,Biden,6,6
8/9/20,Coronavirus,18,15
8/9/20,George Floyd,1,1
8/9/20,Pizza,21,24
8/9/20,Police,5,5
8/9/20,Protest,1,1
8/9/20,Stimulus,18,24
8/9/20,Trump,21,21
8/9/20,Weather,44,45
8/10/20,Biden,6,6
8/10/20,Coronavirus,18,18
8/10/20,George Floyd,0,1
8/10/20,Pizza,15,21
8/10/20,Police,6,5
8/10/20,Protest,1,1
8/10/20,Stimulus,18,18
8/10/20,Trump,18,21
8/10/20,Weather,51,44
8/11/20,Biden,18,6
8/11/20,Coronavirus,18,18
8/11/20,George Floyd,1,0
8/11/20,Pizza,15,15
8/11/20,Police,6,6
8/11/20,Protest,0,1
8/11/20,Stimulus,15,18
8/11/20,Trump,15,18
8/11/20,Weather,43,43
